value,date,filename,description,operating country,listing country,currency,sector,industry
18094.4232000,11-30-2025,FTV,Fortive Corp,United States,United States,USD,Industrials,Electrical Equipment
18092.2735000,11-30-2025,JXHLY,ENEOS Holdings Inc,United States,United States,USD,Energy,Oil & Gas Production
18078.5329000,11-30-2025,OMVKY,OMV AG ADR New,United States,United States,USD,Energy,Oil & Gas Production
18063.9847000,11-30-2025,MKC.V,McCormick & Co. Inc. Voting Shares,United States,United States,USD,Consumer Staples,Food Products
18024.1587000,11-30-2025,SBS,Companhia de Saneamento Basico do Estado de Sao Paulo-SABESP ADS ADR,Brazil,United States,USD,Utilities & Telecommunications,Utilities - Water
18020.0426000,11-30-2025,Z,Zillow Group Inc Class C,United States,United States,USD,Communications,Internet
17992.7991000,11-30-2025,WWD,Woodward Inc,United States,United States,USD,Industrials,Electrical Equipment
17965.5504000,11-30-2025,U,Unity Software Inc.,United States,United States,USD,Information Technology,Software
17871.9240000,11-30-2025,EVRG,Evergy Inc,United States,United States,USD,Utilities & Telecommunications,Utilities - Multiline
17851.7059000,11-30-2025,LNT,Alliant Energy Corp,United States,United States,USD,Utilities & Telecommunications,Utilities - Multiline
17828.2495000,11-30-2025,LOGI,Logitech International SA ADR,Switzerland,United States,USD,Information Technology,Computers & Peripherals
17807.0292000,11-30-2025,IFF,"International Flavors and Fragrances, Inc.",United States,United States,USD,Materials,Chemicals
17769.2268000,11-30-2025,FTAI,FTAI Aviation Ltd,United States,United States,USD,Finance,General Finance
17759.7716000,11-30-2025,PINS,Pinterest Inc,United States,United States,USD,Communications,Entertainment
17737.0080000,11-30-2025,SNA,Snap-On Inc.,United States,United States,USD,Consumer Discretionary,Household Durables
17714.1239000,11-30-2025,USFD,US Foods Holding Corp,United States,United States,USD,Consumer Discretionary,Consumer Services
17702.2170000,11-30-2025,GDDY,GoDaddy Inc,United States,United States,USD,Communications,Internet
17627.7276000,11-30-2025,IT,"Gartner, Inc.",United States,United States,USD,Information Technology,IT Services
17577.9636000,11-30-2025,KKPNY,Koninklijke KPN NV,United States,United States,USD,Utilities & Telecommunications,Telephone
17562.6948000,11-30-2025,EDPFY,Edp SA,United States,United States,USD,Utilities & Telecommunications,Utilities - Electric
17528.2345000,11-30-2025,ZG,Zillow Group Inc. Class B,United States,United States,USD,Communications,Internet
17520.3144000,11-30-2025,LII,"Lennox International, Inc.",United States,United States,USD,Industrials,Construction & Engineering
17516.2204000,11-30-2025,YUMC,Yum China Holdings Inc,United States,United States,USD,Consumer Discretionary,Consumer Services
17487.1196000,11-30-2025,COHR,Coherent Corp,United States,United States,USD,Industrials,Electrical Equipment
17436.9000000,11-30-2025,TOST,Toast Inc,United States,United States,USD,Information Technology,Software
17435.7692000,11-30-2025,NDEKY,Nitto Denko Corp Unsponsored ADR,Japan,United States,USD,Materials,Construction Materials
17434.3015000,11-30-2025,TNABY,Tenaga Nasional Berhad Sponsored ADR,Malaysia,United States,USD,Utilities & Telecommunications,Utilities - Electric
17286.8820000,11-30-2025,INVH,Invitation Homes Inc,United States,United States,USD,Real Estate,Real Estate Management & Development
17265.1065000,11-30-2025,NVT,nVent Electric PLC,United Kingdom,United States,USD,Industrials,Electrical Equipment
17251.9932000,11-30-2025,PNR,Pentair Plc,United States,United States,USD,Industrials,Machinery
17179.4904000,11-30-2025,OLYMY,Olympus Corp,United States,United States,USD,Consumer Discretionary,Leisure Goods
16979.8768000,11-30-2025,MTNOY,MTN Group Ltd. ADR,South Africa,United States,USD,Utilities & Telecommunications,Telephone
16977.1280000,11-30-2025,ESS,"Essex Property Trust, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
16905.8340000,11-30-2025,DOW,Dow Inc,United States,United States,USD,Materials,Chemicals
16877.2708000,11-30-2025,MTZ,"MasTec Inc. (Burnup & Sims, Inc.)",United States,United States,USD,Information Technology,Communications Equipment
16849.6875000,11-30-2025,VRT,Vertiv Holdings Co,United States,United States,USD,Finance,General Finance
16839.3280000,11-30-2025,JBHT,"Hunt (J.B.) Transport Services, Inc.",United States,United States,USD,Transports,Trucking
16834.0680000,11-30-2025,KUBTY,Kubota Corp. ADR,Japan,United States,USD,Industrials,Machinery
16755.8280000,11-30-2025,BBY,"Best Buy Co., Inc.",United States,United States,USD,Consumer Discretionary,Retail - General
16735.0104000,11-30-2025,CABGY,Carlsburg As ADR,United States,United States,USD,Consumer Staples,Beverages
16728.9856000,11-30-2025,XPO,XPO Logistics Inc,United States,United States,USD,Transports,Trucking
16674.8274000,11-30-2025,HOLX,Hologic Inc.,United States,United States,USD,Health Care,Health Care Supplies
16642.2014000,11-30-2025,MEDP,Medpace Holdings Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
16627.0671000,11-30-2025,NWS,News Inc. Class B,United States,United States,USD,Communications,Publishing
16623.1338000,11-30-2025,JEHLY,Jhnsn Elctrc ADR,United States,United States,USD,Industrials,Electrical Equipment
16567.7400000,11-30-2025,TRU,TransUnion,United States,United States,USD,Information Technology,IT Services
16535.9285000,11-30-2025,DKS,"Dick's Sporting Goods, Inc",United States,United States,USD,Consumer Discretionary,Retail - Specialty
16521.5245000,11-30-2025,GFL,GFL Environmental Inc. Subordinate Voting Shares,Canada,United States,USD,Industrials,Commercial Services & Supplies
16462.9452000,11-30-2025,DKNG,DraftKings Inc,United States,United States,USD,Finance,General Finance
16452.6084000,11-30-2025,APG,APi Group Corp,United States,United States,USD,Industrials,Construction & Engineering
16439.9742000,11-30-2025,IR,Ingersoll Rand Inc. (Gardner Denver),United States,United States,USD,Industrials,Commercial Services & Supplies
16420.6856000,11-30-2025,HOKCY,Hong Kong and China Gas ADR (New) ADR,Hong Kong,United States,USD,Utilities & Telecommunications,Utilities - Gas
16349.6320000,11-30-2025,BWXT,BWX Technologies Inc,United States,United States,USD,Industrials,Electrical Equipment
16347.2380000,11-30-2025,FUJHY,Subaru Corp ADR,Japan,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
16297.4511000,11-30-2025,GEN,Gen Digital Inc,United States,United States,USD,Information Technology,Software
16181.6880000,11-30-2025,SOMLY,Secom Ltd Unsponsored ADR,Japan,United States,USD,Industrials,Commercial Services & Supplies
16165.1696000,11-30-2025,CRBG,Corebridge Financial Inc,United States,United States,USD,Finance,Insurance
16148.3196000,11-30-2025,FNF,Fidelity National Financial Inc,United States,United States,USD,Finance,Insurance
16125.6144000,11-30-2025,SUI,"Sun Communities, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
16115.1874000,11-30-2025,J,Jacobs Engineering Group Inc,United States,United States,USD,Industrials,Construction & Engineering
16110.3108000,11-30-2025,PKX,"POSCO, Inc. ADR","Korea, Republic of",United States,USD,Materials,Iron & Steel
16089.6438000,11-30-2025,AEG,Aegon Ltd,United States,United States,USD,Finance,Insurance
16024.7371000,11-30-2025,WY,Weyerhaeuser Corp.,United States,United States,USD,Materials,Wood & Paper
15919.0972000,11-30-2025,AHCHY,"Anhui Conch Cement Co., Ltd. Unsponsored ADR",China,United States,USD,Materials,Construction Materials
15913.1907000,11-30-2025,BURL,Burlington Stores Inc,United States,United States,USD,Consumer Discretionary,Retail - Specialty
15908.6423000,11-30-2025,MAA,"Mid-America Apartment Communities, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
15892.4480000,11-30-2025,SGI,Somnigroup Intl Inc,United States,United States,USD,Consumer Discretionary,Household Durables
15879.2190000,11-30-2025,CRS,Carpenter Technology Corp.,United States,United States,USD,Materials,Iron & Steel
15774.0000000,11-30-2025,AGI,Alamos Gold Inc,Canada,United States,USD,Materials,Gold & Silver
15737.8467000,11-30-2025,WLMIY,Wilmar International Ltd Unsponsored ADR,Singapore,United States,USD,Consumer Staples,Food Products
15697.6011000,11-30-2025,H,Hyatt Hotels Corp,United States,United States,USD,Consumer Discretionary,Hotels & Travel
15635.6811000,11-30-2025,CX,CEMEX S.A. de C.V. Series A (Sponsored ADR) ADR,Mexico,United States,USD,Materials,Construction Materials
15584.4414000,11-30-2025,COO,Cooper Companies Inc,United States,United States,USD,Health Care,Health Care Supplies
15504.6132000,11-30-2025,UHS,Universal Health Services Class B,United States,United States,USD,Health Care,Health Care Services
15487.1431000,11-30-2025,LNVGY,Lenovo Gr ADR,United States,United States,USD,Information Technology,Computers & Peripherals
15431.1922000,11-30-2025,JLL,Jones Lang Lasalle Inc,United States,United States,USD,Real Estate,Real Estate Management & Development
15313.0590000,11-30-2025,RYAN,Ryan Specialty Group Holdings Inc,United States,United States,USD,Finance,Insurance
15297.2232000,11-30-2025,ALB,Albemarle Corp.,United States,United States,USD,Materials,Chemicals
15193.3964000,11-30-2025,PFGC,Performance Food Group Co,United States,United States,USD,Consumer Staples,Food Products
15163.4076000,11-30-2025,CIB,Bancolombia SA,Colombia,United States,USD,Finance,Banks
15091.2288000,11-30-2025,NBIX,Neurocrine Biosciences Inc.,United States,United States,USD,Health Care,Pharmaceuticals
15039.7989000,11-30-2025,KRYAY,Kerry Group Plc ADR,Ireland,United States,USD,Consumer Staples,Food Products
14940.6000000,11-30-2025,ICLR,Icon Plc Ads,Ireland,United States,USD,Health Care,Biotechnology & Life Sciences
14920.4476000,11-30-2025,CTTAY,Continental AG ADR,Germany,United States,USD,Consumer Discretionary,Tires & Rubber
14895.5310000,11-30-2025,JRONY,Jeronimo Martins SGPS SA Unsponsored ADR,Portugal,United States,USD,Consumer Staples,Retail - Food & Drug
14867.7431000,11-30-2025,SONVY,Sonova Holding AG ADR,Switzerland,United States,USD,Health Care,Health Care Supplies
14860.5192000,11-30-2025,SKHSY,Sekisui House Ltd. Sponsored ADR,Japan,United States,USD,Real Estate,Real Estate Management & Development
14819.9436000,11-30-2025,TXT,Textron Inc.,United States,United States,USD,Industrials,Conglomerates
14812.2162000,11-30-2025,GL,"Globe Life, Inc. (formerly Torchmark Corp. and Liberty National Life Insurance Co.)",United States,United States,USD,Finance,Insurance
14753.3563000,11-30-2025,WPC,W.P. Carey Inc,United States,United States,USD,Finance,Corporate Finance
14722.4445000,11-30-2025,JBAXY,"Julius Baer Group Ltd., Unsponsored ADR",Switzerland,United States,USD,Finance,Consumer Finance
14720.6648000,11-30-2025,WMG,Warner Music Group Corp. Class A,United States,United States,USD,Communications,Entertainment
14705.3940000,11-30-2025,EWBC,"East West Bancorp, Inc.",United States,United States,USD,Finance,Banks
14689.4388000,11-30-2025,RS,Reliance Steel & Aluminum Co.,United States,United States,USD,Materials,Iron & Steel
14639.4240000,11-30-2025,NLY,Annaly Capital Management Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
14628.6645000,11-30-2025,HNGKY,Hongkong Land Holdings Ltd. ADR,Hong Kong,United States,USD,Real Estate,Real Estate Management & Development
14535.6768000,11-30-2025,RVMD,"Revolution Medicines, Inc.",United States,United States,USD,Health Care,Biotechnology & Life Sciences
14508.4296000,11-30-2025,NWSA,News Inc. Class A,United States,United States,USD,Communications,Publishing
14481.6742000,11-30-2025,YPF,YPF S.A. ADR,Argentina,United States,USD,Energy,Oil & Gas Production
14480.7957000,11-30-2025,BKNIY,"Bankinter SA, Sponsored ADR",Spain,United States,USD,Finance,Banks
14444.8050000,11-30-2025,TKO,TKO Group Holdings Inc. (World Wrestling Entertainment),United States,United States,USD,Communications,Entertainment
14436.8517000,11-30-2025,CHWY,Chewy Inc,United States,United States,USD,Consumer Discretionary,Retail - General
14366.3280000,11-30-2025,W,Wayfair Inc Class A,United States,United States,USD,Consumer Discretionary,Retail - General
14364.4800000,11-30-2025,ITT,ITT Inc. (International Telephone and Telegraph),United States,United States,USD,Industrials,Aerospace & Defense
14308.7796000,11-30-2025,DSEEY,"Daiwa Securities Group, Inc. ADR",Japan,United States,USD,Finance,Corporate Finance
14284.6978000,11-30-2025,NHYDY,Norsk Hydro ADS,United States,United States,USD,Materials,Copper & Zinc
14260.0707000,11-30-2025,ROKU,Roku Inc,United States,United States,USD,Information Technology,Electronic Equipment
14253.3250000,11-30-2025,WSO.B,Watsco Inc Class B,United States,United States,USD,Industrials,Commercial Services & Supplies
14246.4385000,11-30-2025,DPZ,Domino's Pizza Inc,United States,United States,USD,Consumer Discretionary,Restaurants
14204.2368000,11-30-2025,SNN,Smith & Nephew Plc Ordinary,United Kingdom,United States,USD,Health Care,Health Care Supplies
14192.8290000,11-30-2025,HGKGY,Power Assets Holdings Ltd,China,United States,USD,Utilities & Telecommunications,Utilities - Electric
14183.5870000,11-30-2025,HTHT,H World Group Ltd,United States,United States,USD,Consumer Discretionary,Hotels & Travel
14158.7255000,11-30-2025,COKE,Coca-Cola Consolidated Inc,United States,United States,USD,Consumer Staples,Beverages
14117.1723000,11-30-2025,KPELY,Keppel Corp Ltd Sponsored ADR,Singapore,United States,USD,Real Estate,Real Estate Management & Development
14100.6216000,11-30-2025,BSAC,Banco Santander Chile ADR,Chile,United States,USD,Finance,Banks
14063.3731000,11-30-2025,OKTA,Okta Inc,United States,United States,USD,Information Technology,Software
14046.5200000,11-30-2025,WSO,Watsco Inc.,United States,United States,USD,Industrials,Commercial Services & Supplies
14043.2532000,11-30-2025,RBC,RBC Bearings Inc,United States,United States,USD,Industrials,Machinery
14036.9736000,11-30-2025,FMS,Fresenius Medical Care AG,United States,United States,USD,Health Care,Health Care Services
14012.8610000,11-30-2025,DOCU,DocuSign Inc,United States,United States,USD,Information Technology,Software
13990.9520000,11-30-2025,KIM,Kimco Realty Corp.,United States,United States,USD,Real Estate,Real Estate Investment Trusts
13985.5226000,11-30-2025,EQH,"Equitable Holdings, Inc. (Axa Equitable Holdings Inc.)",United States,United States,USD,Finance,Insurance
13969.0565000,11-30-2025,RTO,Rentokil Initial PLC,United States,United States,USD,Industrials,Commercial Services & Supplies
13947.0889000,11-30-2025,AIRYY,Air China Limited ADR,China,United States,USD,Transports,Airlines & Air Services
13908.3000000,11-30-2025,GLPEY,"Galp Energia SA, Unsponsored ADR",Portugal,United States,USD,Energy,Oil & Gas Production
13893.2640000,11-30-2025,ATI,ATI Inc,United States,United States,USD,Materials,Iron & Steel
13874.2264000,11-30-2025,OMC,Omnicom Group Inc.,United States,United States,USD,Communications,Advertising
13811.1408000,11-30-2025,SGPYY,Sage Group ADR,United States,United States,USD,Information Technology,Software
13788.5564000,11-30-2025,AVAV,AeroVironment Inc,United States,United States,USD,Industrials,Aerospace & Defense
13771.0298000,11-30-2025,SN,SharkNinja Inc.,United States,United States,USD,Consumer Discretionary,Household Durables
13766.1517000,11-30-2025,BBIO,BridgeBio Pharma Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
13763.6004000,11-30-2025,MGA,Magna International Inc. Class A,Canada,United States,USD,Consumer Discretionary,Automobile Parts
13751.5950000,11-30-2025,RPM,RPM International Inc.,United States,United States,USD,Materials,Chemicals
13739.7420000,11-30-2025,FFIV,F5 Networks Inc,United States,United States,USD,Information Technology,Communications Equipment
13728.5094000,11-30-2025,TOL,"Toll Brothers, Inc.",United States,United States,USD,Consumer Discretionary,Household Durables
13697.9766000,11-30-2025,BF.B,Brown-Forman Corp. Class B,United States,United States,USD,Consumer Staples,Beverages
13674.2130000,11-30-2025,NPNYY,Nippon Yusen Kabushiki Kaisha ADR (New) ADR,Japan,United States,USD,Transports,Shipping
13659.5685000,11-30-2025,ACM,Aecom,United States,United States,USD,Industrials,Construction & Engineering
13659.4836000,11-30-2025,GGG,Graco Inc.,United States,United States,USD,Industrials,Machinery
13648.6831000,11-30-2025,ERIE,"Erie Indemnity Co, Class A",United States,United States,USD,Finance,Insurance
13601.7735000,11-30-2025,WF,Woori Bank,"Korea, Republic of",United States,USD,Finance,Banks
13597.4925000,11-30-2025,CSL,Carlisle Companies Inc,United States,United States,USD,Industrials,Conglomerates
13587.6020000,11-30-2025,AGESY,Ageas Spon ADR,Netherlands,United States,USD,Finance,Banks
13581.1832000,11-30-2025,MAS,Masco Corp.,United States,United States,USD,Industrials,Construction & Engineering
13570.0290000,11-30-2025,CACI,CACI International Inc. Class A,United States,United States,USD,Information Technology,IT Services
13556.0952000,11-30-2025,NXT,Nextpower Inc,United States,United States,USD,Industrials,Electrical Equipment
13546.4000000,11-30-2025,OHI,"Omega Healthcare Investors, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
13521.0582000,11-30-2025,GH,Guardant Health Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
13488.6018000,11-30-2025,OKLO,Oklo Inc,United States,United States,USD,Finance,Corporate Finance
13479.5895000,11-30-2025,BALL,Ball Corp,United States,United States,USD,Materials,Wood & Paper
13475.8217000,11-30-2025,BF.A,Brown-Forman Corp. Class A,United States,United States,USD,Consumer Staples,Beverages
13441.4126000,11-30-2025,AVY,Avery Dennison Corp.,United States,United States,USD,Industrials,Commercial Services & Supplies
13435.2856000,11-30-2025,DT,Dynatrace Inc,United States,United States,USD,Information Technology,Software
13430.1666000,11-30-2025,NDSN,Nordson Corporation,United States,United States,USD,Industrials,Machinery
13418.7872000,11-30-2025,RGLD,Royal Gold Inc,United States,United States,USD,Materials,Gold & Silver
13400.5158000,11-30-2025,LAMR,Lamar Advertising Co,United States,United States,USD,Communications,Advertising
13380.1464000,11-30-2025,WYNN,Wynn Resorts Ltd,United States,United States,USD,Consumer Discretionary,Casinos & Gaming
13289.5865000,11-30-2025,SMMT,Summit Therapeutics plc ADR,United Kingdom,United States,USD,Health Care,Pharmaceuticals
13252.9560000,11-30-2025,MDGL,Madrigal Pharmaceuticals Inc,United States,United States,USD,Health Care,Pharmaceuticals
13214.1417000,11-30-2025,LECO,Lincoln Electric Holdings Inc,United States,United States,USD,Industrials,Machinery
13202.1414000,11-30-2025,CLX,Clorox Co.,United States,United States,USD,Consumer Staples,Household Products
13186.3347000,11-30-2025,IONS,Ionis Phrmacutls,United States,United States,USD,Health Care,Pharmaceuticals
13128.0204000,11-30-2025,RKUNY,Rakuten Group Inc,United States,United States,USD,Consumer Discretionary,Retail - Internet & Media
13100.7610000,11-30-2025,ASND,Ascendis Pharma A/S ADR,Denmark,United States,USD,Health Care,Pharmaceuticals
13095.1897000,11-30-2025,IEX,IDEX Corp.,United States,United States,USD,Industrials,Machinery
13062.0000000,11-30-2025,TKGBY,Turkiye Garanti Bank ADR,Türkiye,United States,USD,Finance,Banks
13058.3702000,11-30-2025,DECK,Deckers Outdoor Corp,United States,United States,USD,Consumer Discretionary,Apparel & Luxury Goods
13055.1440000,11-30-2025,ASEKY,Aisin Corp,United States,United States,USD,Consumer Discretionary,Automobile Parts
13031.5053000,11-30-2025,MTSI,Macom Technology Solutions Holdings,United States,United States,USD,Information Technology,Semiconductors
13015.6250000,11-30-2025,POAHY,Porsche Automobile Holding SE Unsponsored ADR,Germany,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
13012.1706000,11-30-2025,WCC,"WESCO International, Inc",United States,United States,USD,Industrials,Commercial Services & Supplies
12999.0478800,11-30-2025,CCOEY,Capcom Co Ltd. ADR,Japan,United States,USD,Consumer Staples,Personal Products
12977.8944000,11-30-2025,SNAP,Snap Inc Class A,United States,United States,USD,Utilities & Telecommunications,Telephone
12938.9400000,11-30-2025,COVTY,Covestro AG ADR,Germany,United States,USD,Materials,Construction Materials
12938.4507000,11-30-2025,UNM,"Unum Group, Inc.",United States,United States,USD,Finance,Insurance
12919.0980000,11-30-2025,REG,Regency Centers Corp,United States,United States,USD,Real Estate,Real Estate Investment Trusts
12860.0000000,11-30-2025,BBSEY,BB Seguridade Participacoes SA ADR,Brazil,United States,USD,Finance,Insurance
12852.3375000,11-30-2025,ZBRA,Zebra Technologies Corp,United States,United States,USD,Information Technology,Electronic Equipment
12844.9190000,11-30-2025,KTOS,Kratos Defense & Security Solutions Inc,United States,United States,USD,Industrials,Aerospace & Defense
12836.2728000,11-30-2025,AKAM,Akamai Technologies Inc.,United States,United States,USD,Communications,Internet
12814.3582000,11-30-2025,KNBWY,"Kirin Holdings Co., Ltd. ADR",Japan,United States,USD,Consumer Staples,Beverages
12814.2240000,11-30-2025,NTNX,Nutanix Inc,United States,United States,USD,Information Technology,Computers & Peripherals
12763.1790000,11-30-2025,HRL,Hormel Foods Corp.,United States,United States,USD,Consumer Staples,Food Products
12747.0390000,11-30-2025,CF,CF Industries Holdings Inc,United States,United States,USD,Materials,Chemicals
12733.3500000,11-30-2025,BLD,TopBuild Corp,United States,United States,USD,Industrials,Construction & Engineering
12712.5530000,11-30-2025,ALLY,Ally Financial Inc,United States,United States,USD,Finance,Consumer Finance
12679.4616000,11-30-2025,JKHY,"Henry (Jack) & Associates, Inc.",United States,United States,USD,Information Technology,Software
12653.8225000,11-30-2025,CNA,CNA Financial Corp.,United States,United States,USD,Finance,Insurance
12548.5083000,11-30-2025,RGA,Reinsurance Group of America Inc,United States,United States,USD,Finance,Insurance
12519.4880000,11-30-2025,HMY,Harmony Gold Mining Co. Ltd. ADR,South Africa,United States,USD,Materials,Gold & Silver
12464.7400000,11-30-2025,SF,Stifel Financial Corp,United States,United States,USD,Finance,Consumer Finance
12459.5540000,11-30-2025,CRPJY,China Resources Power Holdings Co Ltd. Unsponsored ADR,China,United States,USD,Utilities & Telecommunications,Utilities - Electric
12417.9712000,11-30-2025,SNX,TD Synnex Corp,United States,United States,USD,Information Technology,Electronic Equipment
12407.0265000,11-30-2025,BLDR,Builders FirstSource Inc,United States,United States,USD,Industrials,Construction & Engineering
12356.3405000,11-30-2025,ZTO,ZTO Express Cayman Inc ADR,China,United States,USD,Industrials,Commercial Services & Supplies
12354.7020000,11-30-2025,EVR,Evercore Inc. Class A,United States,United States,USD,Finance,Corporate Finance
12339.1214000,11-30-2025,DTM,DT Midstream Inc,United States,United States,USD,Energy,Oil & Gas Distribution
12332.3740000,11-30-2025,HLI,Houlihan Lokey Inc,United States,United States,USD,Finance,Corporate Finance
12319.4253000,11-30-2025,GLPI,Gaming and Leisure Properties Inc,United States,United States,USD,Real Estate,Real Estate Management & Development
12310.7472000,11-30-2025,IPSEY,Ipsen SA ADR,France,United States,USD,Health Care,Biotechnology & Life Sciences
12306.4488000,11-30-2025,HII,Huntington Ingalls Industries Inc,United States,United States,USD,Industrials,Aerospace & Defense
12295.8624000,11-30-2025,GMED,Globus Medical Inc,United States,United States,USD,Health Care,Health Care Supplies
12256.0964000,11-30-2025,BSY,"Bentley Systems, Inc. Class B",United States,United States,USD,Information Technology,Software
12244.4530000,11-30-2025,PAA,Plains All American Pipeline LP,United States,United States,USD,Energy,Oil & Gas Production
12204.4452600,11-30-2025,SGBLY,Standard Bnk ADR,South Africa,United States,USD,Finance,Banks
12204.0428000,11-30-2025,CLH,Clean Harbors Inc.,United States,United States,USD,Industrials,Commercial Services & Supplies
12183.5773000,11-30-2025,ELS,Equity Lifestyle Properties Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
12162.6090000,11-30-2025,MLI,Mueller Industries Inc,United States,United States,USD,Industrials,Machinery
12140.8800000,11-30-2025,WBD,Warner Bros Discovery Inc,United States,United States,USD,Communications,Broadcasting
12121.3302000,11-30-2025,HST,Host Hotels& Resorts Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
12118.8687000,11-30-2025,RVTY,Revvity Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
12081.9960000,11-30-2025,CHEOY,"Cochlear Ltd., Unsponsored ADR",Australia,United States,USD,Health Care,Health Care Supplies
12067.7670000,11-30-2025,UDR,UDR Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
12053.9850000,11-30-2025,SPB,Spectrum Brands Holdings (Zapata Off-Shore - HRG Group),United States,United States,USD,Consumer Staples,Food Products
12019.6869000,11-30-2025,CRHKY,China Resources Enterprise Ltd. Sponsored ADR,Hong Kong,United States,USD,Consumer Staples,Food Products
12000.3697000,11-30-2025,PAC,"Grupo Aeroportuario del Pacifico, S.A.B de C.V. ADR",Mexico,United States,USD,Transports,Airlines & Air Services
11948.3840000,11-30-2025,SKFRY,AB SKF ADR,Sweden,United States,USD,Industrials,Machinery
11920.3740000,11-30-2025,ALSMY,Alstom SA Unsponsored ADR (New) ADR,France,United States,USD,Industrials,Electrical Equipment
11913.6292000,11-30-2025,AMH,American Homes 4 Rent,United States,United States,USD,Real Estate,Real Estate Investment Trusts
11890.5640000,11-30-2025,EXEL,Exelixis Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
11870.8515000,11-30-2025,YMM,Full Truck Alliance Co Ltd,United States,United States,USD,Information Technology,Software
11855.2969440,11-30-2025,ZWS,Zurn Elkay Water Solutions Corp,United States,United States,USD,Industrials,Machinery
11850.8740000,11-30-2025,SUZ,Suzano Papel e Celulose SA,Brazil,United States,USD,Materials,Wood & Paper
11847.5450000,11-30-2025,WMS,Advanced Drainage Systems Inc,United States,United States,USD,Industrials,Construction & Engineering
11835.6798000,11-30-2025,FNMA,Federal National Mortgage Association,United States,United States,USD,Finance,Trusts & Thrifts
11784.5217000,11-30-2025,RNLSY,Renault Sa Unsp ADR (France),United States,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
11782.8215000,11-30-2025,BJ,BJ's Wholesale Club Holdings Inc,United States,United States,USD,Consumer Discretionary,Retail - General
11738.3970000,11-30-2025,MHGVY,Mowi ASA,United States,United States,USD,Consumer Staples,Food Products
11730.7665000,11-30-2025,RDY,Dr. Reddys Laboratories Ltd ADR,India,United States,USD,Health Care,Biotechnology & Life Sciences
11728.7280000,11-30-2025,BEN,Franklin Resources Inc,United States,United States,USD,Finance,Corporate Finance
11705.6784000,11-30-2025,EHC,Encompass Health Care (HealthSouth Corp.),United States,United States,USD,Health Care,Health Care Services
11694.4240000,11-30-2025,ENTG,Entegris Inc.,United States,United States,USD,Information Technology,Semiconductors
11645.3625000,11-30-2025,TXRH,"Texas Roadhouse Inc, Class A",United States,United States,USD,Consumer Discretionary,Restaurants
11608.2226000,11-30-2025,CRRFY,Carrefour S ADR,United States,United States,USD,Consumer Staples,Food Products
11583.6414000,11-30-2025,AHKSY,Asahi Kaisei Corp. Unsponsored ADR,Japan,United States,USD,Materials,Chemicals
11582.9980000,11-30-2025,HAS,Hasbro Inc.,United States,United States,USD,Consumer Discretionary,Leisure Goods
11567.5721000,11-30-2025,SYIEY,Symrise AG Unsponsored ADR,Germany,United States,USD,Materials,Chemicals
11560.7687000,11-30-2025,ELAN,Elanco Animal Health Inc,United States,United States,USD,Health Care,Health Care Services
11519.1552000,11-30-2025,EMBJ,Embraer SA,United States,United States,USD,Industrials,Aerospace & Defense
11512.9536000,11-30-2025,AIZ,Assurant Inc.,United States,United States,USD,Finance,Insurance
11491.8888000,11-30-2025,DLAKY,Deutsche Lufthansa AG ADR,Germany,United States,USD,Transports,Airlines & Air Services
11484.4708000,11-30-2025,AFG,American Financial Group Inc. (Holding Co.),United States,United States,USD,Finance,Insurance
11479.4350000,11-30-2025,NIO,NIO Inc,United States,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
11460.3768000,11-30-2025,BXP,BXP Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
11454.4670000,11-30-2025,ORI,Old Republic International Corp.,United States,United States,USD,Finance,Insurance
11437.6250000,11-30-2025,SNLAY,"Sino Land Co., Ltd. ADR",Hong Kong,United States,USD,Real Estate,Real Estate Management & Development
11433.6300000,11-30-2025,PEN,Penumbra Inc,United States,United States,USD,Health Care,Health Care Supplies
11417.0280000,11-30-2025,KLPEF,Klepierre S.A. Ordinary,France,United States,USD,Real Estate,Real Estate Investment Trusts
11369.2508000,11-30-2025,TIMB,TIM S.A.,United States,United States,USD,Utilities & Telecommunications,Telephone
11362.4290000,11-30-2025,CPT,Camden Property Trust,United States,United States,USD,Real Estate,Real Estate Investment Trusts
11343.1350000,11-30-2025,FHN,First Horizon,United States,United States,USD,Finance,Banks
